	abstract	1	2	3	4	5	6	7	8	9	10
13222	9114010.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13233	9169445.txt	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13235	9171108.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13256	9250659.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13265	9284130.txt	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0
13272	9312002.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13279	9341130.txt	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0
13284	9388200.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13317	9513041.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13324	9528748.txt	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0
13325	9529088.txt	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0
13347	9639558.txt	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0
13350	9659909.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13390	9738023.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
13407	9783822.txt	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13411	9794230.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13423	9826699.txt	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0
13424	9834088.txt	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0
13442	9889186.txt	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
